HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.440422 0.997230 0.001502 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.440926 0.997643 0.001522 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.441432 0.996006 0.001515 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.441939 0.994680 0.001521 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.442448 0.996989 0.001545 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.442965 0.995768 0.001536 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.443477 0.990762 0.001522 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.443991 0.992187 0.001522 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.444501 0.994691 0.001540 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.445019 0.992840 0.001540 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.445538 0.988790 0.001524 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.446057 0.986806 0.001520 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.446579 0.993243 0.001538 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.447100 0.990011 0.001539 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.447624 0.988240 0.001528 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.448149 0.987073 0.001527 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.448679 0.989862 0.001538 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.449498 0.987293 0.001535 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.449961 0.986784 0.001537 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.450429 0.986862 0.001539 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.450891 0.985014 0.001532 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.451362 0.987669 0.001495 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.451831 0.986414 0.001494 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.452294 0.985842 0.001492 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.452762 0.988314 0.001494 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.453228 0.986536 0.001510 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.453692 0.985856 0.001478 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.454164 0.986914 0.001488 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.454630 0.986764 0.001495 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.455089 0.988767 0.001505 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.455552 0.985452 0.001489 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.456015 0.988113 0.001487 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.456477 0.982055 0.001500 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.456940 0.986488 0.001499 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.457404 0.982752 0.001506 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.457868 0.985191 0.001502 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.458330 0.986229 0.001492 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.458789 0.984792 0.001516 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.459249 0.990941 0.001509 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.459712 0.986950 0.001519 
HAT-P-23 CAHA Cousins-R 2015-08-28 2457263.460173 0.984074 0.001535 
