0               1         2               3         4     5          6          7      8           9         10        11        12        13        14        15        16    17     18        19           20       21    22                                                               23
2457772.309877  0.000245  2457772.310506  0.000250  1559  0.001035   -0.000295  V      Database    0.026422  0.000198  0.132973  0.114195  0.000490  0.018779  0.000848  1.85  0.93   0.001415  1.955194     BC00010  1     data/exo/HAT-P-32/Database/2017-01-18_ETD113/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458004.512491  0.000525  2458004.511648  0.000500  1667  0.002785   0.001413   R      Database    0.022343  0.000394  0.124626  0.108254  0.001051  0.016371  0.001820  1.33  2.95   0.003937  0.340028     BC00000  0     data/exo/HAT-P-32/Database/2018-12-11_ETD115/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458088.360988  0.000312  2458088.361149  0.000340  1706  0.000970   -0.000418  V      Database    0.022776  0.000227  0.130821  0.113492  0.000624  0.017329  0.001080  0.52  1.53   0.002012  0.291209     BC00000  0     data/exo/HAT-P-32/Database/2017-11-30_ETD119/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458116.312797  0.000292  2458116.312479  0.000360  1719  0.002675   0.001282   clear  Database    0.021659  0.000196  0.130827  0.112332  0.000584  0.018495  0.001012  0.46  1.85   0.002056  5.464645     BC00000  0     data/exo/HAT-P-32/Database/2017-12-28_ETD120/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458376.463312  0.000463  2458376.463026  0.000510  1840  0.002222   0.000781   Clear  Database    0.023924  0.000355  0.129197  0.111715  0.000926  0.017482  0.001604  0.59  4.45   0.004147  0.680800     BC00000  0     data/exo/HAT-P-32/Database/2018-12-11_ETD123/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458391.512644  0.000144  2458391.511846  0.000210  1847  0.001498   0.000054   clear  Database    0.022746  0.000102  0.129214  0.110306  0.000289  0.018908  0.000500  1.04  1.81   0.001471  4.961877     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2458406.563263  0.000384  2458406.562906  0.000430  1854  0.002061   0.000614   I      Database    0.022270  0.000279  0.128460  0.111609  0.000767  0.016851  0.001329  0.56  2.42   0.002950  2.635762     BC00000  0     data/exo/HAT-P-32/Database/2018-12-11_ETD129/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458447.417886  0.000648  2458447.417845  0.000560  1873  0.006532   0.005078   V      Database    0.020798  0.000448  0.127569  0.111326  0.001296  0.016243  0.002245  0.98  1.97   0.002811  3.515089     BC00001  1     data/exo/HAT-P-32/Database/2018-12-11_ETD132/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458503.313335  0.000286  2458503.313044  0.000340  1899  0.001773   0.000309   V      Database    0.023971  0.000198  0.133524  0.112221  0.000572  0.021303  0.000991  1.10  1.10   0.001568  1.687918     BC00000  0     data/exo/HAT-P-32/Database/2019-01-21_ETD135/                    http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-32&PLANET=b
2458735.514587  0.000270  2458735.514807  0.000290  2007  0.002161   0.000654   V      Database    0.019836  0.000181  0.126410  0.110644  0.000540  0.015766  0.000935  0.55  1.15   0.001460  3.325423     BC00010  1     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
