0               1         2               3         4     5          6          7      8           9         10        11        12        13        14        15        16    17     18        19           20       21    22                                                               23
2457024.107871  0.000359  2457024.107430  0.000396  1211  0.001813   0.000621   R      Literature  0.023656  0.000248  0.135704  0.115366  0.000718  0.020338  0.001244  0.38  0.96   0.003139  0.886252     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2457396.058225  0.000166  2457396.058030  0.000782  1384  0.000783   -0.000477  R      Literature  0.021461  0.000118  0.127035  0.110638  0.000331  0.016398  0.000574  0.46  1.79   0.001898  1.449882     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2454439.797332  0.000140  2454439.797140  0.000158  9     0.000890   0.000175   Z      Literature  0.023108  0.000104  0.129271  0.112040  0.000281  0.017231  0.000486  0.81  2.20   0.001725  1.883512     BC00000  0     data/exo/HAT-P-32/Literature/2007-12-5_Hartman2011/              https://ui.adsabs.harvard.edu/abs/2011ApJ...742...59H/abstract
2454368.847256  0.000254  2454368.847110  0.000187  -24   0.001078   0.000376   Z      Literature  0.022442  0.000178  0.130487  0.112311  0.000508  0.018177  0.000880  0.80  2.22   0.002317  6.076185     BC00000  0     data/exo/HAT-P-32/Literature/2007-09-25_Hartman2011/             https://ui.adsabs.harvard.edu/abs/2011ApJ...742...59H/abstract
2454411.847177  0.000142  2454411.846950  0.000138  -4    0.000839   0.000129   Z      Literature  0.023190  0.000103  0.130671  0.112145  0.000285  0.018526  0.000494  1.06  2.43   0.001871  1.692349     BC00000  0     data/exo/HAT-P-32/Literature/2007-11-05_Hartman2011/             https://ui.adsabs.harvard.edu/abs/2011ApJ...742...59H/abstract
2454396.797594  0.000140  2454396.797340  0.000323  -11   0.001312   0.000605   Z      Literature  0.022904  0.000102  0.130098  0.112428  0.000280  0.017670  0.000485  0.78  0.58   0.001580  2.208821     BC00000  0     data/exo/HAT-P-32/Literature/2007-10-23_Hartman2011/             https://ui.adsabs.harvard.edu/abs/2011ApJ...742...59H/abstract
2454424.747301  0.000143  2454424.747130  0.000170  2     0.000915   0.000203   G      Literature  0.023220  0.000105  0.130397  0.112507  0.000287  0.017890  0.000497  0.35  2.25   0.001716  2.661952     BC00000  0     data/exo/HAT-P-32/Literature/2007-11-20_Hartman2011/             https://ui.adsabs.harvard.edu/abs/2011ApJ...742...59H/abstract
2455845.903727  0.000234  2455845.902870  0.000240  663   0.002053   0.001079   J      Literature  0.022994  0.000172  0.130553  0.113189  0.000468  0.017364  0.000811  0.42  2.27   0.001951  13.893994    BC00000  0     data/exo/HAT-P-32/Literature/2011-10-01_Sada2012_z_band/         https://ui.adsabs.harvard.edu/abs/2012PASP..124..212S/abstract
2455843.753738  0.000829  2455843.753410  0.000190  662   0.002072   0.001098   Z      Literature  0.023086  0.000543  0.130978  0.107947  0.001659  0.023031  0.002873  1.31  1.15   0.002272  15.045400    BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2455798.602451  0.000237  2455798.602390  0.000200  641   0.000953   -0.000012  strb   Literature  0.023230  0.000177  0.129170  0.111914  0.000473  0.017255  0.000820  1.45  0.60   0.001297  0.292701     BC00000  0     data/exo/HAT-P-32/Literature/2011-08-24_Tregloan_Reed_strb2018/  https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5485T/abstract
2455798.602273  0.000246  2455798.602460  0.000240  641   0.000775   -0.000190  stru   Literature  0.021369  0.000170  0.130400  0.113600  0.000492  0.016801  0.000853  1.52  0.69   0.001245  5.311916     BC00000  0     data/exo/HAT-P-32/Literature/2011-08-24_Tregloan_Reed_stru2018/  https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5485T/abstract
2455798.602596  0.000174  2455798.602230  0.000200  641   0.001098   0.000133   stry   Literature  0.022500  0.000127  0.129030  0.112029  0.000349  0.017001  0.000604  2.79  0.34   0.000945  2.012966     BC01000  1     data/exo/HAT-P-32/Literature/2011-08-24_Tregloan_Reed_stry2018/  https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5485T/abstract
2455798.604632  0.000467  2455798.602550  0.000510  641   0.003134   0.002169   R      Literature  0.025145  0.000337  0.131977  0.109835  0.000934  0.022142  0.001618  0.89  2.66   0.003236  11.755343    BC00001  1     data/exo/HAT-P-32/Literature/2011-08-24_Tregloan_Reed_R_2018/    https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5485T/abstract
2455839.452937  0.000154  2455839.452610  0.000170  660   0.001287   0.000314   R      Literature  0.022572  0.000112  0.129536  0.112445  0.000307  0.017091  0.000532  0.97  0.42   0.000789  2.618010     BC00000  0     data/exo/HAT-P-32/Literature/2011-10-04_Tregloan_Reed2018/       https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5485T/abstract
2456901.556415  0.000144  2456901.556340  0.000160  1154  0.000813   -0.000356  I      Literature  0.023996  0.000102  0.133298  0.113333  0.000287  0.019965  0.000497  0.94  0.70   0.000894  2.463582     BC00000  0     data/exo/HAT-P-32/Literature/2014-08-31_Tregloan_Reed2018/       https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5485T/abstract
2457260.608292  0.000077  2457260.607770  0.000100  1321  0.001354   0.000119   I      Literature  0.022636  0.000056  0.129559  0.111961  0.000154  0.017598  0.000267  1.00  0.37   0.000533  1.156555     BC00000  0     data/exo/HAT-P-32/Literature/2015-08-25_Tregloan_Reed2018/       https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5485T/abstract
2457013.357235  0.000078  2457013.356870  0.000080  1206  0.001217   0.000027   V      Literature  0.022931  0.000057  0.129564  0.112354  0.000156  0.017210  0.000269  1.45  0.26   0.000494  0.803052     BC00000  0     data/exo/HAT-P-32/Literature/2014-12-21_Tregloan_Reed2018/       https://ui.adsabs.harvard.edu/abs/2018MNRAS.474.5485T/abstract
2458862.363923  0.000341  2458862.363904  0.000400  2066  0.001025   -0.000506  V      Database    0.021333  0.000232  0.132436  0.115387  0.000683  0.017049  0.001183  0.65  1.30   0.001864  4.233040     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2459107.462199  0.000974  2459107.461904  0.000860  2180  -0.001611  -0.003187  R      Database    0.021306  0.000670  0.130692  0.113874  0.001947  0.016818  0.003373  0.47  4.55   0.005774  1.277837     BC00001  1     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2459107.465737  0.000620  2459107.465784  0.000580  2180  0.001927   0.000351   V      Database    0.028323  0.000454  0.142238  0.116461  0.001241  0.025776  0.002149  0.86  2.57   0.003842  0.273034     BC00010  1     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2459109.616300  0.000382  2459109.615864  0.000430  2181  0.002482   0.000906   R      Database    0.020025  0.000243  0.130420  0.112972  0.000763  0.017448  0.001322  0.65  1.38   0.001969  4.285183     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2459120.364006  0.000525  2459120.363893  0.000560  2186  0.000148   -0.001430  R      Database    0.022471  0.000372  0.130029  0.112098  0.001050  0.017930  0.001819  0.49  7.67   0.006029  4.859167     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2459152.616876  0.000350  2459152.616462  0.000380  2201  0.002898   0.001314   R      Database    0.022109  0.000244  0.131372  0.113625  0.000701  0.017747  0.001214  0.47  1.19   0.001947  1.751974     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2459178.415812  0.000349  2459178.416192  0.000380  2213  0.001738   0.000149   Clear  Database    0.021427  0.000248  0.127137  0.110738  0.000699  0.016400  0.001210  0.75  2.88   0.002992  1857.836300  BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2459191.314474  0.000335  2459191.314681  0.000280  2219  0.000352   -0.001239  R      Database    0.022569  0.000242  0.130281  0.113091  0.000670  0.017190  0.001160  1.16  1.55   0.001989  2.065524     BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2459191.315930  0.000319  2459191.315761  0.000400  2219  0.001808   0.000217   Clear  Database    0.024756  0.000239  0.134246  0.115320  0.000639  0.018925  0.001106  1.06  2.38   0.002633  34.861338    BC00000  0     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2459221.414190  0.000613  2459221.414160  0.000730  2233  -0.000044  -0.001641  Clear  Database    0.016339  0.000335  0.129637  0.113947  0.001227  0.015690  0.002125  0.39  2.06   0.002696  0.517731     BC00010  1     xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx               yyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy
2458791.414706  0.000351  2458791.414706  0.000351  2033  0.002072   0.000554   R      ThisStudy   0.023158  0.000261  0.129063  0.111746  0.000702  0.017317  0.001215  0.50  1.24   0.002384  0.861204     BC00000  0     data/exo/HAT-P-32/Our/2019-11-03_T35/                            data/exo/HAT-P-32/Our/2019-11-03_T35/
